Year,State,Region,District,Total_Male,Total_Female,Total_Transgender,Grand_Total,Male_Below_18,Male_18_and_above,Female_Below_18,Female_18_and_above,Transgender_Below_18,Transgender_18_and_above,Total_Below_18,Total_18_and_above
2021,Tripura,North East,South,69,163,0,232,12,57,16,147,0,0,28,204
2022,Tripura,North East,South,52,155,0,207,12,40,16,139,0,0,28,179
2018,Tripura,North East,Total,527,1086,0,1613,41,486,141,945,0,0,182,1431
2019,Tripura,North East,Total,506,1226,0,1732,42,464,127,1099,0,0,169,1563
2020,Tripura,North East,Total Districts ,342,970,0,1312,31,311,96,874,0,0,127,1185
2021,Tripura,North East,Total Districts ,424,1196,0,1620,33,391,120,1076,0,0,153,1467
2022,Tripura,North East,Total Districts ,398,1133,0,1531,24,374,102,1031,0,0,126,1405
2018,Tripura,North East,Unakoti,46,147,0,193,4,42,9,138,0,0,13,180
2019,Tripura,North East,Unakoti,31,100,0,131,2,29,12,88,0,0,14,117
2020,Tripura,North East,Unakoti,16,44,0,60,0,16,7,37,0,0,7,53
2021,Tripura,North East,Unakoti,27,78,0,105,3,24,16,62,0,0,19,86
2022,Tripura,North East,Unakoti,16,56,0,72,1,15,12,44,0,0,13,59
2018,Tripura,North East,West,233,432,0,665,22,211,52,380,0,0,74,591
2019,Tripura,North East,West,217,490,0,707,21,196,50,440,0,0,71,636
2020,Tripura,North East,West,149,379,0,528,16,133,31,348,0,0,47,481
2021,Tripura,North East,West,177,433,0,610,12,165,44,389,0,0,56,554
2022,Tripura,North East,West,162,471,0,633,6,156,40,431,0,0,46,587
2018,Uttar Pradesh,North India,Agra,210,184,0,394,22,188,14,170,0,0,36,358
2019,Uttar Pradesh,North India,Agra,196,161,0,357,28,168,23,138,0,0,51,306
2020,Uttar Pradesh,North India,Agra,142,154,0,296,12,130,11,143,0,0,23,273
2021,Uttar Pradesh,North India,Agra,306,366,0,672,37,269,46,320,0,0,83,589
2022,Uttar Pradesh,North India,Agra,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Aligarh,89,76,0,165,10,79,11,65,0,0,21,144
2019,Uttar Pradesh,North India,Aligarh,100,79,0,179,17,83,13,66,0,0,30,149
2020,Uttar Pradesh,North India,Aligarh,73,70,0,143,15,58,10,60,0,0,25,118
2021,Uttar Pradesh,North India,Aligarh,87,91,0,178,10,77,6,85,0,0,16,162
2022,Uttar Pradesh,North India,Aligarh,73,112,0,185,11,62,12,100,0,0,23,162
2018,Uttar Pradesh,North India,Ambedkar Nagar,25,60,0,85,6,19,13,47,0,0,19,66
2019,Uttar Pradesh,North India,Ambedkar Nagar,26,43,0,69,6,20,17,26,0,0,23,46
2020,Uttar Pradesh,North India,Ambedkar Nagar,13,26,0,39,3,10,4,22,0,0,7,32
2021,Uttar Pradesh,North India,Ambedkar Nagar,46,43,0,89,2,44,8,35,0,0,10,79
2022,Uttar Pradesh,North India,Ambedkar Nagar,29,100,0,129,29,0,0,100,0,0,29,100
2018,Uttar Pradesh,North India,Amethi,33,52,0,85,12,21,26,26,0,0,38,47
2019,Uttar Pradesh,North India,Amethi,23,40,0,63,6,17,14,26,0,0,20,43
2020,Uttar Pradesh,North India,Amethi,20,19,0,39,1,19,6,13,0,0,7,32
2021,Uttar Pradesh,North India,Amethi,19,41,0,60,6,13,13,28,0,0,19,41
2022,Uttar Pradesh,North India,Amethi,27,38,0,65,7,20,17,21,0,0,24,41
2018,Uttar Pradesh,North India,Amroha,4,2,0,6,4,0,2,0,0,0,6,0
2019,Uttar Pradesh,North India,Amroha,38,51,0,89,6,32,10,41,0,0,16,73
2020,Uttar Pradesh,North India,Amroha,2,9,0,11,2,0,9,0,0,0,11,0
2021,Uttar Pradesh,North India,Amroha,6,37,0,43,6,0,37,0,0,0,43,0
2018,Uttar Pradesh,North India,Auraiya,2,9,0,11,2,0,7,2,0,0,9,2
2019,Uttar Pradesh,North India,Auraiya,18,39,0,57,6,12,23,16,0,0,29,28
2020,Uttar Pradesh,North India,Auraiya,16,20,0,36,4,12,8,12,0,0,12,24
2021,Uttar Pradesh,North India,Auraiya,26,14,0,40,9,17,14,0,0,0,23,17
2022,Uttar Pradesh,North India,Auraiya,24,27,0,51,2,22,4,23,0,0,6,45
2018,Uttar Pradesh,North India,Ayodhya,55,76,0,131,12,43,17,59,0,0,29,102
2019,Uttar Pradesh,North India,Ayodhya,43,72,0,115,11,32,15,57,0,0,26,89
2020,Uttar Pradesh,North India,Ayodhya,18,44,0,62,3,15,15,29,0,0,18,44
2021,Uttar Pradesh,North India,Ayodhya,47,62,0,109,9,38,17,45,0,0,26,83
2022,Uttar Pradesh,North India,Ayodhya,42,70,0,112,11,31,25,45,0,0,36,76
2018,Uttar Pradesh,North India,Azamgarh,90,171,0,261,6,84,21,150,0,0,27,234
2019,Uttar Pradesh,North India,Azamgarh,121,152,0,273,29,92,31,121,0,0,60,213
2020,Uttar Pradesh,North India,Azamgarh,108,176,0,284,27,81,34,142,0,0,61,223
2021,Uttar Pradesh,North India,Azamgarh,138,268,0,406,14,124,23,245,0,0,37,369
2022,Uttar Pradesh,North India,Azamgarh,82,199,0,281,3,79,10,189,0,0,13,268
2018,Uttar Pradesh,North India,Badaun,82,62,0,144,30,52,23,39,0,0,53,91
2019,Uttar Pradesh,North India,Badaun,56,72,0,128,12,44,32,40,0,0,44,84
2020,Uttar Pradesh,North India,Badaun,44,78,0,122,11,33,24,54,0,0,35,87
2021,Uttar Pradesh,North India,Badaun,57,79,0,136,7,50,0,79,0,0,7,129
2022,Uttar Pradesh,North India,Badaun,76,122,0,198,14,62,24,98,0,0,38,160
2018,Uttar Pradesh,North India,Baghpat,105,106,0,211,12,93,16,90,0,0,28,183
2019,Uttar Pradesh,North India,Baghpat,68,86,0,154,7,61,11,75,0,0,18,136
2020,Uttar Pradesh,North India,Baghpat,81,76,0,157,4,77,12,64,0,0,16,141
2021,Uttar Pradesh,North India,Baghpat,63,100,0,163,1,62,8,92,0,0,9,154
2022,Uttar Pradesh,North India,Baghpat,74,126,0,200,10,64,15,111,0,0,25,175
2018,Uttar Pradesh,North India,Bahraich,23,23,0,46,5,18,2,21,0,0,7,39
2019,Uttar Pradesh,North India,Bahraich,30,35,0,65,3,27,8,27,0,0,11,54
2020,Uttar Pradesh,North India,Bahraich,66,72,0,138,1,65,9,63,0,0,10,128
2021,Uttar Pradesh,North India,Bahraich,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Bahraich,118,145,0,263,55,63,48,97,0,0,103,160
2018,Uttar Pradesh,North India,Ballia,52,56,0,108,15,37,12,44,0,0,27,81
2019,Uttar Pradesh,North India,Ballia,59,62,0,121,14,45,10,52,0,0,24,97
2020,Uttar Pradesh,North India,Ballia,63,69,0,132,7,56,13,56,0,0,20,112
2021,Uttar Pradesh,North India,Ballia,71,102,0,173,8,63,24,78,0,0,32,141
2022,Uttar Pradesh,North India,Ballia,132,225,0,357,18,114,28,197,0,0,46,311
2018,Uttar Pradesh,North India,Balrampur,10,15,0,25,1,9,6,9,0,0,7,18
2019,Uttar Pradesh,North India,Balrampur,37,39,0,76,12,25,14,25,0,0,26,50
2020,Uttar Pradesh,North India,Balrampur,30,44,0,74,6,24,11,33,0,0,17,57
2021,Uttar Pradesh,North India,Balrampur,32,158,0,190,3,29,57,101,0,0,60,130
2022,Uttar Pradesh,North India,Balrampur,19,176,0,195,18,1,22,154,0,0,40,155
2018,Uttar Pradesh,North India,Banda,24,37,0,61,4,20,20,17,0,0,24,37
2019,Uttar Pradesh,North India,Banda,12,30,0,42,2,10,3,27,0,0,5,37
2020,Uttar Pradesh,North India,Banda,11,24,0,35,3,8,5,19,0,0,8,27
2021,Uttar Pradesh,North India,Banda,20,112,0,132,19,1,65,47,0,0,84,48
2022,Uttar Pradesh,North India,Banda,22,62,0,84,7,15,27,35,0,0,34,50
2018,Uttar Pradesh,North India,Barabanki,81,59,0,140,42,39,22,37,0,0,64,76
2019,Uttar Pradesh,North India,Barabanki,56,44,0,100,17,39,24,20,0,0,41,59
2020,Uttar Pradesh,North India,Barabanki,49,71,0,120,17,32,23,48,0,0,40,80
2021,Uttar Pradesh,North India,Barabanki,62,83,0,145,24,38,18,65,0,0,42,103
2022,Uttar Pradesh,North India,Barabanki,100,121,0,221,58,42,68,53,0,0,126,95
2018,Uttar Pradesh,North India,Bareilly,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttar Pradesh,North India,Bareilly,65,67,0,132,14,51,17,50,0,0,31,101
2020,Uttar Pradesh,North India,Bareilly,39,69,0,108,7,32,12,57,0,0,19,89
2021,Uttar Pradesh,North India,Bareilly,57,110,0,167,5,52,49,61,0,0,54,113
2022,Uttar Pradesh,North India,Bareilly,81,87,0,168,18,63,13,74,0,0,31,137
2018,Uttar Pradesh,North India,Basti,40,52,0,92,10,30,13,39,0,0,23,69
2019,Uttar Pradesh,North India,Basti,38,70,0,108,5,33,20,50,0,0,25,83
2020,Uttar Pradesh,North India,Basti,0,0,0,0,0,0,0,0,0,0,0,0
2021,Uttar Pradesh,North India,Basti,4,128,0,132,4,0,32,96,0,0,36,96
2022,Uttar Pradesh,North India,Basti,45,112,0,157,9,36,21,91,0,0,30,127
2018,Uttar Pradesh,North India,Bhadohi,40,32,0,72,32,8,13,19,0,0,45,27
2019,Uttar Pradesh,North India,Bhadohi,19,28,0,47,19,0,28,0,0,0,47,0
2020,Uttar Pradesh,North India,Bhadohi,18,16,0,34,18,0,16,0,0,0,34,0
2021,Uttar Pradesh,North India,Bhadohi,64,15,0,79,26,38,15,0,0,0,41,38
2022,Uttar Pradesh,North India,Bhadohi,22,32,0,54,22,0,32,0,0,0,54,0
2018,Uttar Pradesh,North India,Bijnor,84,98,0,182,16,68,10,88,0,0,26,156
2019,Uttar Pradesh,North India,Bijnor,97,92,0,189,18,79,17,75,0,0,35,154
2020,Uttar Pradesh,North India,Bijnor,89,142,0,231,7,82,8,134,0,0,15,216
2021,Uttar Pradesh,North India,Bijnor,87,122,0,209,4,83,6,116,0,0,10,199
2022,Uttar Pradesh,North India,Bijnor,102,166,0,268,14,88,27,139,0,0,41,227
2018,Uttar Pradesh,North India,Bulandshahar,58,66,0,124,14,44,13,53,0,0,27,97
2019,Uttar Pradesh,North India,Bulandshahar,142,124,0,266,15,127,15,109,0,0,30,236
2020,Uttar Pradesh,North India,Bulandshahar,71,100,0,171,8,63,18,82,0,0,26,145
2021,Uttar Pradesh,North India,Bulandshahar,50,94,0,144,13,37,16,78,0,0,29,115
2022,Uttar Pradesh,North India,Bulandshahar,60,96,0,156,4,56,17,79,0,0,21,135
2018,Uttar Pradesh,North India,Chandoli,41,61,0,102,6,35,24,37,0,0,30,72
2019,Uttar Pradesh,North India,Chandoli,88,108,0,196,7,81,16,92,0,0,23,173
2020,Uttar Pradesh,North India,Chandoli,65,93,0,158,1,64,7,86,0,0,8,150
2021,Uttar Pradesh,North India,Chandoli,51,70,0,121,7,44,14,56,0,0,21,100
2022,Uttar Pradesh,North India,Chandoli,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Chitrakoot,10,19,0,29,3,7,10,9,0,0,13,16
2019,Uttar Pradesh,North India,Chitrakoot,0,10,0,10,0,0,10,0,0,0,10,0
2020,Uttar Pradesh,North India,Chitrakoot,3,2,0,5,0,3,0,2,0,0,0,5
2021,Uttar Pradesh,North India,Chitrakoot,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Chitrakoot,9,16,0,25,5,4,7,9,0,0,12,13
2018,Uttar Pradesh,North India,Deoria,21,44,0,65,7,14,27,17,0,0,34,31
2019,Uttar Pradesh,North India,Deoria,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttar Pradesh,North India,Deoria,0,0,0,0,0,0,0,0,0,0,0,0
2021,Uttar Pradesh,North India,Deoria,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Deoria,0,4,0,4,0,0,4,0,0,0,4,0
2018,Uttar Pradesh,North India,Etah,49,38,0,87,11,38,7,31,0,0,18,69
2019,Uttar Pradesh,North India,Etah,45,54,0,99,9,36,16,38,0,0,25,74
2020,Uttar Pradesh,North India,Etah,29,43,0,72,2,27,4,39,0,0,6,66
2021,Uttar Pradesh,North India,Etah,4,69,0,73,4,0,7,62,0,0,11,62
2022,Uttar Pradesh,North India,Etah,25,46,0,71,5,20,6,40,0,0,11,60
2018,Uttar Pradesh,North India,Etawah,4,3,0,7,1,3,1,2,0,0,2,5
2019,Uttar Pradesh,North India,Etawah,43,76,0,119,16,27,23,53,0,0,39,80
2020,Uttar Pradesh,North India,Etawah,37,84,0,121,7,30,18,66,0,0,25,96
2021,Uttar Pradesh,North India,Etawah,44,103,0,147,18,26,35,68,0,0,53,94
2022,Uttar Pradesh,North India,Etawah,71,141,0,212,34,37,45,96,0,0,79,133
2018,Uttar Pradesh,North India,Fatehgarh,42,28,0,70,9,33,4,24,0,0,13,57
2019,Uttar Pradesh,North India,Fatehgarh,41,39,0,80,9,32,13,26,0,0,22,58
2020,Uttar Pradesh,North India,Fatehgarh,33,37,0,70,2,31,8,29,0,0,10,60
2021,Uttar Pradesh,North India,Fatehgarh,26,36,0,62,0,26,0,36,0,0,0,62
2022,Uttar Pradesh,North India,Fatehgarh,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Fatehpur,54,91,0,145,9,45,18,73,0,0,27,118
2019,Uttar Pradesh,North India,Fatehpur,54,119,0,173,5,49,17,102,0,0,22,151
2020,Uttar Pradesh,North India,Fatehpur,55,93,0,148,13,42,10,83,0,0,23,125
2021,Uttar Pradesh,North India,Fatehpur,77,182,0,259,14,63,23,159,0,0,37,222
2022,Uttar Pradesh,North India,Fatehpur,122,143,0,265,67,55,16,127,0,0,83,182
2018,Uttar Pradesh,North India,Firozabad,44,59,0,103,11,33,20,39,0,0,31,72
2019,Uttar Pradesh,North India,Firozabad,46,40,0,86,11,35,15,25,0,0,26,60
2020,Uttar Pradesh,North India,Firozabad,58,63,0,121,35,23,36,27,0,0,71,50
2021,Uttar Pradesh,North India,Firozabad,30,48,0,78,18,12,22,26,0,0,40,38
2022,Uttar Pradesh,North India,Firozabad,2,6,0,8,2,0,6,0,0,0,8,0
2018,Uttar Pradesh,North India,Gautambudh Nagar,220,229,0,449,41,179,71,158,0,0,112,337
2019,Uttar Pradesh,North India,Gautambudh Nagar,231,316,0,547,38,193,56,260,0,0,94,453
2020,Uttar Pradesh,North India,Gautambudh Nagar,208,326,0,534,20,188,87,239,0,0,107,427
2021,Uttar Pradesh,North India,Gautambudh Nagar,395,682,0,1077,213,182,384,298,0,0,597,480
2022,Uttar Pradesh,North India,Gautambudh Nagar,250,505,0,755,25,225,95,410,0,0,120,635
2018,Uttar Pradesh,North India,Ghaziabad,202,163,0,365,67,135,74,89,0,0,141,224
2019,Uttar Pradesh,North India,Ghaziabad,222,171,0,393,39,183,60,111,0,0,99,294
2020,Uttar Pradesh,North India,Ghaziabad,165,174,0,339,36,129,57,117,0,0,93,246
2021,Uttar Pradesh,North India,Ghaziabad,195,247,0,442,28,167,64,183,0,0,92,350
2022,Uttar Pradesh,North India,Ghaziabad,180,266,0,446,26,154,71,195,0,0,97,349
2018,Uttar Pradesh,North India,Ghazipur,53,102,0,155,5,48,85,17,0,0,90,65
2019,Uttar Pradesh,North India,Ghazipur,44,75,0,119,5,39,18,57,0,0,23,96
2020,Uttar Pradesh,North India,Ghazipur,14,7,0,21,11,3,7,0,0,0,18,3
2021,Uttar Pradesh,North India,Ghazipur,8,18,0,26,8,0,18,0,0,0,26,0
2022,Uttar Pradesh,North India,Ghazipur,148,279,0,427,71,77,149,130,0,0,220,207
2018,Uttar Pradesh,North India,Gonda,31,59,0,90,6,25,20,39,0,0,26,64
2019,Uttar Pradesh,North India,Gonda,41,63,0,104,3,38,6,57,0,0,9,95
2020,Uttar Pradesh,North India,Gonda,28,55,0,83,6,22,14,41,0,0,20,63
2021,Uttar Pradesh,North India,Gonda,34,77,0,111,7,27,18,59,0,0,25,86
2022,Uttar Pradesh,North India,Gonda,36,75,0,111,1,35,19,56,0,0,20,91
2018,Uttar Pradesh,North India,Gorakhpur,40,28,0,68,4,36,7,21,0,0,11,57
2019,Uttar Pradesh,North India,Gorakhpur,146,233,0,379,89,57,190,43,0,0,279,100
2020,Uttar Pradesh,North India,Gorakhpur,0,0,0,0,0,0,0,0,0,0,0,0
2021,Uttar Pradesh,North India,Gorakhpur,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Gorakhpur,110,162,0,272,6,104,11,151,0,0,17,255
2018,Uttar Pradesh,North India,GRP,64,37,0,101,12,52,7,30,0,0,19,82
2019,Uttar Pradesh,North India,GRP,78,56,0,134,1,77,3,53,0,0,4,130
2020,Uttar Pradesh,North India,GRP,21,16,0,37,0,21,4,12,0,0,4,33
2021,Uttar Pradesh,North India,GRP,45,33,0,78,17,28,4,29,0,0,21,57
2022,Uttar Pradesh,North India,GRP,21,31,0,52,6,15,5,26,0,0,11,41
2018,Uttar Pradesh,North India,Hamirpur,18,89,0,107,11,7,84,5,0,0,95,12
2019,Uttar Pradesh,North India,Hamirpur,2,54,0,56,0,2,22,32,0,0,22,34
2020,Uttar Pradesh,North India,Hamirpur,20,12,0,32,0,20,1,11,0,0,1,31
2021,Uttar Pradesh,North India,Hamirpur,16,102,0,118,13,3,63,39,0,0,76,42
2022,Uttar Pradesh,North India,Hamirpur,21,165,0,186,13,8,113,52,0,0,126,60
2018,Uttar Pradesh,North India,Hapur,87,111,0,198,12,75,31,80,0,0,43,155
2019,Uttar Pradesh,North India,Hapur,73,103,0,176,8,65,21,82,0,0,29,147
2020,Uttar Pradesh,North India,Hapur,95,76,0,171,8,87,14,62,0,0,22,149
2021,Uttar Pradesh,North India,Hapur,35,42,0,77,2,33,6,36,0,0,8,69
2022,Uttar Pradesh,North India,Hapur,98,137,0,235,27,71,49,88,0,0,76,159
2018,Uttar Pradesh,North India,Hardoi,47,38,0,85,9,38,16,22,0,0,25,60
2019,Uttar Pradesh,North India,Hardoi,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttar Pradesh,North India,Hardoi,20,3,0,23,12,8,0,3,0,0,12,11
2021,Uttar Pradesh,North India,Hardoi,30,38,0,68,11,19,26,12,0,0,37,31
2022,Uttar Pradesh,North India,Hardoi,56,94,0,150,10,46,33,61,0,0,43,107
2018,Uttar Pradesh,North India,Hathras,31,41,0,72,7,24,10,31,0,0,17,55
2019,Uttar Pradesh,North India,Hathras,23,35,0,58,4,19,1,34,0,0,5,53
2020,Uttar Pradesh,North India,Hathras,15,21,0,36,3,12,2,19,0,0,5,31
2021,Uttar Pradesh,North India,Hathras,24,47,0,71,5,19,6,41,0,0,11,60
2022,Uttar Pradesh,North India,Hathras,30,61,0,91,8,22,10,51,0,0,18,73
2018,Uttar Pradesh,North India,Jalaun,46,45,0,91,8,38,11,34,0,0,19,72
2019,Uttar Pradesh,North India,Jalaun,39,41,0,80,6,33,8,33,0,0,14,66
2020,Uttar Pradesh,North India,Jalaun,61,2,0,63,9,52,0,2,0,0,9,54
2021,Uttar Pradesh,North India,Jalaun,24,83,0,107,2,22,47,36,0,0,49,58
2022,Uttar Pradesh,North India,Jalaun,28,2,0,30,0,28,2,0,0,0,2,28
2018,Uttar Pradesh,North India,Jaunpur,46,61,0,107,9,37,28,33,0,0,37,70
2019,Uttar Pradesh,North India,Jaunpur,28,58,0,86,6,22,17,41,0,0,23,63
2020,Uttar Pradesh,North India,Jaunpur,16,36,0,52,4,12,5,31,0,0,9,43
2021,Uttar Pradesh,North India,Jaunpur,33,54,0,87,5,28,12,42,0,0,17,70
2022,Uttar Pradesh,North India,Jaunpur,25,60,0,85,6,19,11,49,0,0,17,68
2018,Uttar Pradesh,North India,Jhansi,22,108,0,130,15,7,28,80,0,0,43,87
2019,Uttar Pradesh,North India,Jhansi,6,105,0,111,6,0,90,15,0,0,96,15
2020,Uttar Pradesh,North India,Jhansi,0,84,0,84,0,0,74,10,0,0,74,10
2021,Uttar Pradesh,North India,Jhansi,38,36,0,74,25,13,22,14,0,0,47,27
2022,Uttar Pradesh,North India,Jhansi,237,208,0,445,28,209,24,184,0,0,52,393
2018,Uttar Pradesh,North India,Kannauj,36,46,0,82,7,29,18,28,0,0,25,57
2019,Uttar Pradesh,North India,Kannauj,57,68,0,125,21,36,15,53,0,0,36,89
2020,Uttar Pradesh,North India,Kannauj,19,0,0,19,19,0,0,0,0,0,19,0
2021,Uttar Pradesh,North India,Kannauj,39,80,0,119,8,31,35,45,0,0,43,76
2022,Uttar Pradesh,North India,Kannauj,58,125,0,183,15,43,65,60,0,0,80,103
2021,Uttar Pradesh,North India,Kanpur Commissionarate,184,166,0,350,41,143,36,130,0,0,77,273
2022,Uttar Pradesh,North India,Kanpur Commissionarate,346,424,0,770,118,228,143,281,0,0,261,509
2018,Uttar Pradesh,North India,Kanpur Dehat,37,29,0,66,7,30,7,22,0,0,14,52
2019,Uttar Pradesh,North India,Kanpur Dehat,75,45,0,120,9,66,4,41,0,0,13,107
2020,Uttar Pradesh,North India,Kanpur Dehat,15,38,0,53,11,4,20,18,0,0,31,22
2021,Uttar Pradesh,North India,Kanpur Dehat,27,30,0,57,27,0,25,5,0,0,52,5
2022,Uttar Pradesh,North India,Kanpur Dehat,3,8,0,11,3,0,4,4,0,0,7,4
2018,Uttar Pradesh,North India,Kanpur Nagar,216,188,0,404,73,143,58,130,0,0,131,273
2019,Uttar Pradesh,North India,Kanpur Nagar,197,217,0,414,81,116,79,138,0,0,160,254
2020,Uttar Pradesh,North India,Kanpur Nagar,216,198,0,414,73,143,68,130,0,0,141,273
2021,Uttar Pradesh,North India,Kanpur Outer,26,41,0,67,10,16,5,36,0,0,15,52
2022,Uttar Pradesh,North India,Kanpur Outer,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Kasganj,25,20,0,45,6,19,2,18,0,0,8,37
2019,Uttar Pradesh,North India,Kasganj,24,24,0,48,7,17,6,18,0,0,13,35
2020,Uttar Pradesh,North India,Kasganj,35,35,0,70,4,31,3,32,0,0,7,63
2021,Uttar Pradesh,North India,Kasganj,45,41,0,86,3,42,5,36,0,0,8,78
2022,Uttar Pradesh,North India,Kasganj,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Kaushambi,40,92,0,132,40,0,92,0,0,0,132,0
2019,Uttar Pradesh,North India,Kaushambi,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttar Pradesh,North India,Kaushambi,22,96,0,118,8,14,49,47,0,0,57,61
2021,Uttar Pradesh,North India,Kaushambi,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Kaushambi,0,54,156,210,0,0,54,0,156,0,210,0
2018,Uttar Pradesh,North India,Khiri,89,71,0,160,35,54,29,42,0,0,64,96
2019,Uttar Pradesh,North India,Khiri,98,94,0,192,41,57,45,49,0,0,86,106
2020,Uttar Pradesh,North India,Khiri,41,43,0,84,29,12,24,19,0,0,53,31
2021,Uttar Pradesh,North India,Khiri,30,51,0,81,27,3,43,8,0,0,70,11
2022,Uttar Pradesh,North India,Khiri,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Kushi Nagar,8,11,0,19,7,1,9,2,0,0,16,3
2019,Uttar Pradesh,North India,Kushi Nagar,2,3,0,5,2,0,3,0,0,0,5,0
2020,Uttar Pradesh,North India,Kushi Nagar,5,27,0,32,1,4,18,9,0,0,19,13
2021,Uttar Pradesh,North India,Kushi Nagar,2,29,0,31,2,0,18,11,0,0,20,11
2022,Uttar Pradesh,North India,Kushi Nagar,8,35,0,43,2,6,14,21,0,0,16,27
2018,Uttar Pradesh,North India,Lalitpur,24,66,0,90,10,14,56,10,0,0,66,24
2019,Uttar Pradesh,North India,Lalitpur,5,32,0,37,5,0,0,32,0,0,5,32
2020,Uttar Pradesh,North India,Lalitpur,4,27,0,31,3,1,15,12,0,0,18,13
2021,Uttar Pradesh,North India,Lalitpur,8,66,0,74,3,5,34,32,0,0,37,37
2022,Uttar Pradesh,North India,Lalitpur,21,103,0,124,21,0,103,0,0,0,124,0
2018,Uttar Pradesh,North India,Lucknow,1042,850,0,1892,273,769,310,540,0,0,583,1309
2019,Uttar Pradesh,North India,Lucknow,428,419,0,847,250,178,260,159,0,0,510,337
2020,Uttar Pradesh,North India,Lucknow Commissionarate,530,439,0,969,208,322,205,234,0,0,413,556
2021,Uttar Pradesh,North India,Lucknow Commissionarate,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Lucknow Commissionarate,157,180,0,337,157,0,180,0,0,0,337,0
2020,Uttar Pradesh,North India,Lucknow Grameen,72,93,0,165,10,62,13,80,0,0,23,142
2021,Uttar Pradesh,North India,Lucknow Grameen,30,16,0,46,16,14,16,0,0,0,32,14
2022,Uttar Pradesh,North India,Lucknow Grameen,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Maharajganj,19,25,0,44,6,13,11,14,0,0,17,27
2019,Uttar Pradesh,North India,Maharajganj,16,39,0,55,2,14,14,25,0,0,16,39
2020,Uttar Pradesh,North India,Maharajganj,0,37,0,37,0,0,15,22,0,0,15,22
2021,Uttar Pradesh,North India,Maharajganj,3,31,0,34,2,1,9,22,0,0,11,23
2022,Uttar Pradesh,North India,Maharajganj,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Mahoba,21,0,0,21,21,0,0,0,0,0,21,0
2019,Uttar Pradesh,North India,Mahoba,7,13,0,20,7,0,13,0,0,0,20,0
2020,Uttar Pradesh,North India,Mahoba,2,14,0,16,2,0,14,0,0,0,16,0
2021,Uttar Pradesh,North India,Mahoba,4,13,0,17,4,0,13,0,0,0,17,0
2022,Uttar Pradesh,North India,Mahoba,11,25,0,36,11,0,25,0,0,0,36,0
2018,Uttar Pradesh,North India,Mainpuri,22,77,0,99,3,19,75,2,0,0,78,21
2019,Uttar Pradesh,North India,Mainpuri,16,31,0,47,10,6,26,5,0,0,36,11
2020,Uttar Pradesh,North India,Mainpuri,15,33,0,48,15,0,33,0,0,0,48,0
2021,Uttar Pradesh,North India,Mainpuri,24,44,0,68,24,0,44,0,0,0,68,0
2022,Uttar Pradesh,North India,Mainpuri,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Mathura,17,16,0,33,11,6,8,8,0,0,19,14
2019,Uttar Pradesh,North India,Mathura,5,18,0,23,3,2,11,7,0,0,14,9
2020,Uttar Pradesh,North India,Mathura,10,30,0,40,6,4,20,10,0,0,26,14
2021,Uttar Pradesh,North India,Mathura,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Mathura,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Mau,30,42,0,72,5,25,3,39,0,0,8,64
2019,Uttar Pradesh,North India,Mau,18,27,0,45,0,18,2,25,0,0,2,43
2020,Uttar Pradesh,North India,Mau,22,21,0,43,2,20,6,15,0,0,8,35
2021,Uttar Pradesh,North India,Mau,25,40,0,65,6,19,6,34,0,0,12,53
2022,Uttar Pradesh,North India,Mau,20,35,0,55,3,17,2,33,0,0,5,50
2018,Uttar Pradesh,North India,Meerut,121,94,0,215,7,114,4,90,0,0,11,204
2019,Uttar Pradesh,North India,Meerut,109,107,0,216,8,101,6,101,0,0,14,202
2020,Uttar Pradesh,North India,Meerut,68,68,0,136,2,66,6,62,0,0,8,128
2021,Uttar Pradesh,North India,Meerut,110,109,0,219,10,100,8,101,0,0,18,201
2022,Uttar Pradesh,North India,Meerut,122,112,0,234,11,111,12,100,0,0,23,211
